#fields	indicator	indicator_type	meta.source	meta.desc	meta.url
ajaxo.zapto.org	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
backjadwer.bounceme.net	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
bandao.publicvm.com	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
cbbnews.tk	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
chromeupdt.tk	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
deapka.sytes.net	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
debka.com	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
depka.sytes.net	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
download.likescandy.com	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
downloadlog.linkpc.net	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
downloadmyhost.zapto.org	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
downloadskype.cf	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
duntat.zapto.org	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
fastbingcom.sytes.net	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
gaonsmom.redirectme.net	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
haaretz.co.il	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
haartezenglish.redirectme.net	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
haartezenglish.strangled.net	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
help2014.linkpc.net	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
kaliob.selfip.org	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
kaswer12.strangled.net	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
kaswer13.zapto.org	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
kolabdown.sytes.net	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
lilian.redirectme.net	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
nazer.zapto.org	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
noredirecto.redirectme.net	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
redirectlnk.redirectme.net	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
rotter2.publicvm.com	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
rotter2.sytes.net	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
rotter.net	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
safara.sytes.net	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
safari.linkpc.net	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
safar.selfip.com	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
tango.zapto.org	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
thenewupdate.chickenkiller.com	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
thenewupdatee.redirectme.net	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
walla.co.il	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
wallanews.sytes.net	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
ynet.co.il	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
ynet.ignorelist.com	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
ynet.sytes.net	Intel::DOMAIN	Attacks_against_Israeli_&_Palestinian_interests_-_Cyber_security_updates	-	-
